AIRPORT_ID,AIRPORT_NAME,AIRPORT_CITY,AIRPORT_STATE,AIRPORT_COUNTRY,ICAO,LCHG_DATE,RECORD_STATUS,Record_End
GRE ,GREENVILLE                                        ,GREENVILLE            ,IL,  , ,6/2/89,A, 
GRF ,GRAY AAF (JOINT BASE LEWIS-MCCHORD)               ,FORT LEWIS/TACOMA     ,WA,  , ,7/26/10,A, 
GRI ,CENTRAL NEBRASKA RGNL                             ,GRAND ISLAND          ,NE,  , ,9/28/06,A, 
GRK ,ROBERT GRAY AAF                                   ,FORT HOOD/KILLEEN     ,TX,  , ,7/17/02,A, 
GRM ,GRAND MARAIS/COOK CO AIRPORT                      ,GRAND MARAIS          ,MN,  , ,8/15/11,I, 
GRN ,GORDON MUNI                                       ,GORDON                ,NE,  , ,8/24/05,A, 
GRO ,BENJAMIN TAISACAN MANGLONA INTL                   ,ROTA ISLAND           ,MP,  ,N,7/28/14,A, 
GRR ,GERALD R. FORD INTL                               ,GRAND RAPIDS          ,MI,  , ,9/28/06,A, 
GSAI,EL AAIUN ARPT                                     ,EL AAIUN              ,  ,WI,Y,1/10/90,A, 
GSB ,SEYMOUR JOHNSON AFB                               ,GOLDSBORO             ,NC,  , ,6/2/89,A, 
GSG ,GLASGOW INDUSTRIAL                                ,GLASGOW               ,MT,  , ,9/26/02,I, 
GSH ,GOSHEN MUNI                                       ,GOSHEN                ,IN,  , ,6/2/89,A, 
GSN ,FRANCISCO C. ADA/SAIPAN INTL                      ,SAIPAN ISLAND         ,MP,  ,N,12/22/03,A, 
GSO ,PIEDMONT TRIAD INTL                               ,GREENSBORO            ,NC,  ,N,1/11/10,A, 
GSP ,GREENVILLE SPARTANBURG INTL                       ,GREER                 ,SC,  , ,10/25/07,A, 
GST ,GUSTAVUS                                          ,GUSTAVUS              ,AK,  , ,6/2/89,A, 
GSVO,VILLA CISNEROS ARPT                               ,VILLA CISNEROS        ,  ,WI,Y,1/10/90,A, 
GSZ ,GRANITE MOUNTAIN AS                               ,GRANITE MOUNTAIN      ,AK,  , ,5/29/02,A, 
GTB ,WHEELER-SACK AAF                                  ,FORT DRUM             ,NY,  , ,6/2/89,A, 
GTE ,QUINN FIELD                                       ,GOTHENBURG            ,NE,  , ,6/2/89,A, 
GTF ,GREAT FALLS INTL                                  ,GREAT FALLS           ,MT,  , ,6/2/89,A, 
GTG ,GRANTSBURG MUNI                                   ,GRANTSBURG            ,WI,  , ,6/2/89,A, 
GTR ,GOLDEN TRIANGLE RGNL                              ,COLUMBUS/W POINT/STARK,MS,  ,N,3/10/11,A, 
GTU ,GEORGETOWN MUNI                                   ,GEORGETOWN            ,TX,  , ,7/17/02,A, 
GUA ,LA AURORA AIRPORT                                 ,GUATEMALA CITY        ,  ,GT, ,2/23/90,A, 
GUC ,GUNNISON-CRESTED BUTTE RGNL                       ,GUNNISON              ,CO,  , ,9/28/06,A, 
GUCY,GBESSIA ARPT                                      ,CONAKRY               ,  ,GV,Y,1/8/90,A, 
GUM ,GUAM INTL                                         ,GUAM                  ,GU,  ,N,7/28/14,A, 
GUP ,GALLUP MUNI                                       ,GALLUP                ,NM,  , ,9/28/06,A, 
GUR ,CAMP GUERNSEY                                     ,GUERNSEY              ,WY,  , ,12/19/13,A, 
GUS ,GRISSOM ARB                                       ,PERU                  ,IN,  , ,6/11/02,A, 
GUU ,GUTHRIE AHP                                       ,FORT RUCKER           ,AL,  , ,9/26/02,I, 
GUY ,GUYMON MUNI                                       ,GUYMON                ,OK,  ,N,7/10/02,A, 
GVAC,AMILCAR CABRAL INTL ARPT                          ,SAL ISLAND            ,  ,CV,Y,5/20/94,A, 
GVD ,AIRPORT                                           ,ANDRAVIDA             ,  ,GR, ,9/26/02,I, 
GVE ,GORDONSVILLE MUNI                                 ,GORDONSVILLE          ,VA,  , ,6/2/89,A, 
GVL ,LEE GILMER MEMORIAL                               ,GAINESVILLE           ,GA,  , ,6/2/89,A, 
GVQ ,GENESEE COUNTY                                    ,BATAVIA               ,NY,  ,N,6/20/02,A, 
GVT ,MAJORS                                            ,GREENVILLE            ,TX,  , ,6/2/89,A, 
GVW ,RICHARDS-GEBAUR MEMORIAL                          ,KANSAS CITY           ,MO,  , ,3/16/95,A, 
GWB ,DE KALB COUNTY                                    ,AUBURN                ,IN,  , ,5/16/05,A, 
GWO ,GREENWOOD-LEFLORE                                 ,GREENWOOD             ,MS,  , ,4/24/07,A, 
GWR ,GWINNER-ROGER MELROE FIELD                        ,GWINNER               ,ND,  , ,1/31/90,A, 
GWS ,GLENWOOD SPRINGS MUNI                             ,GLENWOOD SPRINGS      ,CO,  , ,6/2/89,A, 
GWV ,GLENDALE FOKKER FIELD                             ,GLENDALE              ,WV,  , ,9/26/02,I, 
GWW ,WAYNE EXECUTIVE JETPORT                           ,GOLDSBORO             ,NC,  ,N,8/15/11,A, 
GXA ,GRAY BUTTE FIELD                                  ,PALMDALE              ,CA,  , ,11/19/12,I, 
GXF ,GILA BEND AF AUX                                  ,GILA BEND             ,AZ,  , ,1/11/13,A, 
GXH ,NAF                                               ,MILDENHALL            ,  ,UK, ,9/26/02,I, 
GXY ,GREELEY-WELD COUNTY                               ,GREELEY               ,CO,  , ,6/2/89,A, 
GYB ,GIDDINGS-LEE COUNTY                               ,GIDDINGS              ,TX,  , ,6/10/04,A, 
GYH ,DONALDSON CENTER                                  ,GREENVILLE            ,SC,  , ,7/17/02,A, 
GYI ,NORTH TEXAS RGNL/PERRIN FIELD                     ,SHERMAN/DENISON       ,TX,  , ,5/26/10,A, 
GYL ,GLENCOE MUNI                                      ,GLENCOE               ,MN,  ,N,2/15/01,A, 
GYR ,PHOENIX GOODYEAR                                  ,GOODYEAR              ,AZ,  , ,5/29/02,A, 
GYY ,GARY/CHICAGO INTL                                 ,GARY                  ,IN,  , ,9/28/06,A, 
GZH ,MIDDLETON FIELD                                   ,EVERGREEN             ,AL,  ,N,2/21/01,A, 
GZL ,STIGLER RGNL                                      ,STIGLER               ,OK,  , ,8/28/09,A, 
GZS ,ABERNATHY FIELD                                   ,PULASKI               ,TN,  , ,6/2/89,A, 
H00 ,BENTONVILLE MUNI/LOUISE M THADDEN FIELD           ,BENTONVILLE           ,AR,  ,N,11/5/99,I, 
H01 ,CHANDLER MUNI ARPT                                ,CHANDLER              ,OK,  ,N,12/20/07,I, 
H03 ,PEABODY-PIT 6-NEW SHOP                            ,BALDWIN               ,IL,  , ,9/26/02,I, 
H04 ,VINITA MUNI                                       ,VINITA                ,OK,  ,N,7/10/02,A, 
H05 ,WILBURTON MUNI                                    ,WILBURTON             ,OK,  ,N,7/10/02,A, 
H07 ,HIGHLAND-WINET                                    ,HIGHLAND              ,IL,  , ,6/2/89,A, 
H09 ,PHILLIP H KROHE                                   ,BEARDSTOWN            ,IL,  , ,9/26/02,I, 
H10 ,HAROLD EMMERICH                                   ,BELLEVILLE            ,IL,  , ,9/26/02,I, 
H11 ,SUNBURY                                           ,SUNBURY               ,PA,  , ,8/28/09,A, 
H12 ,JASPER COUNTY FLYING CLUB                         ,NEWTON                ,IL,  , ,9/26/02,I, 
H13 ,BEN EMGE                                          ,BELLEVILLE            ,IL,  , ,11/6/02,I, 
H14 ,TRIPLE CREEK                                      ,BEMENT                ,IL,  , ,9/26/02,I, 
H16 ,BESSIE RLA                                        ,BENTON                ,IL,  , ,9/26/02,I, 
H17 ,BUFFALO MUNI                                      ,BUFFALO               ,MO,  , ,8/28/09,A, 
H19 ,BOWLING GREEN MUNI                                ,BOWLING GREEN         ,MO,  , ,6/2/89,A, 
H20 ,MYERS PARK MEMORIAL MUNI                          ,CARTHAGE              ,MO,  , ,9/26/02,I, 
H21 ,CAMDENTON MEMORIAL                                ,CAMDENTON             ,MO,  , ,6/2/89,A, 
H23 ,MC COY                                            ,BLUE MOUND            ,IL,  , ,9/26/02,I, 
H24 ,NOLAND RLA                                        ,BLUE MOUND            ,IL,  , ,9/26/02,I, 
H25 ,MONETT                                            ,MONETT                ,MO,  , ,9/26/02,I, 
H26 ,SCHRONK                                           ,HILLSBORO             ,TX,  , ,3/17/05,I, 
H27 ,GAINESVILLE MEMORIAL                              ,GAINESVILLE           ,MO,  , ,6/2/89,A, 
H28 ,WHETSTONE INTL                                    ,PORT OF DEL BONITA    ,MT,  , ,8/28/09,A, 
H29 ,BOLIVAR MEMORIAL                                  ,BOLIVAR               ,MO,  ,N,11/3/98,I, 
H30 ,HAMILTON MUNI                                     ,HAMILTON              ,NY,  , ,9/28/06,A, 
H31 ,LOST DUTCHMAN                                     ,APACHE JUNCTION       ,AZ,  , ,7/5/07,I, 
H33 ,GERALD WEIDNER                                    ,BUNKER HILL           ,IL,  , ,9/26/02,I, 
H34 ,HUNTSVILLE MUNI                                   ,HUNTSVILLE            ,AR,  ,N,5/29/02,A, 
H35 ,CLARKSVILLE MUNI                                  ,CLARKSVILLE           ,AR,  , ,6/2/89,A, 
H36 ,SEARLS RLA 59                                     ,CAMP POINT            ,IL,  , ,9/26/02,I, 
H37 ,HERLONG                                           ,HERLONG               ,CA,  , ,6/10/04,A, 
H38 ,MEML HOSP OF CARBONDALE                           ,CARBONDALE            ,IL,  , ,9/26/02,I, 
H40 ,HARDING BROS. RLA                                 ,CARLINVILLE           ,IL,  , ,9/26/02,I, 
H41 ,MEXICO MEMORIAL                                   ,MEXICO                ,MO,  , ,6/2/89,A, 
H43 ,HAVERSTRAW                                        ,HAVERSTRAW            ,NY,  , ,7/9/02,A, 
H44 ,MC PHERSON                                        ,CARTHAGE              ,IL,  , ,9/26/02,I, 
H45 ,SEMINOLE MUNI                                     ,SEMINOLE              ,OK,  ,N,7/10/02,A, 
H46 ,HENRY                                             ,CASNER                ,IL,  , ,9/26/02,I, 
H47 ,HYAMPOM                                           ,HYAMPOM               ,CA,  , ,6/10/04,A, 
H49 ,SACKMAN FIELD                                     ,COLUMBIA              ,IL,  , ,8/1/94,A, 
H50 ,KING                                              ,COLUMBIA              ,IL,  , ,9/26/02,I, 
H54 ,DECATUR MEMORIAL HOSPITAL                         ,DECATUR               ,IL,  , ,9/26/02,I, 
H55 ,ST MARY'S                                         ,DECATUR               ,IL,  , ,9/26/02,I, 
H57 ,BISMARCK MEMORIAL                                 ,BISMARCK              ,MO,  , ,5/31/06,A, 
H58 ,OWEN FIELD                                        ,SEYMOUR               ,MO,  , ,8/28/09,A, 
H59 ,WILLIAM E. KOENIG                                 ,DOW                   ,IL,  , ,9/26/02,I, 
H60 ,HEMMER RLA                                        ,DU QUOIN              ,IL,  , ,9/26/02,I, 
H62 ,SULLIVAN MEMORIAL                                 ,SULLIVAN              ,MO,  , ,9/26/02,I, 
H63 ,HARLAN COUNTY LAKE                                ,ALMA                  ,NE,  , ,8/28/09,A, 
H66 ,NOWATA MUNI                                       ,NOWATA                ,OK,  ,N,7/10/02,A, 
H67 ,NICHOLS RLA                                       ,EAST ST LOUIS/GRANITE ,IL,  , ,9/26/02,I, 
H68 ,HEFNER-EASLEY                                     ,WAGONER               ,OK,  ,N,12/11/02,A, 
H70 ,STRATFORD FIELD                                   ,STRATFORD             ,TX,  , ,8/28/09,A, 
H71 ,MID-AMERICA INDUSTRIAL                            ,PRYOR                 ,OK,  ,N,7/10/02,A, 
H72 ,PARKS COLLEGE                                     ,EAST ST LOUIS /CAHOKIA,IL,  , ,12/22/03,I, 
H73 ,TAHLEQUAH MUNI ARPT                               ,TAHLEQUAH             ,OK,  ,N,4/26/11,I, 
H75 ,"HERNANDO VILLAGE AIRPARK, INC                     ",HERNANDO              ,MS,  , ,4/24/07,A, 
H76 ,PAWHUSKA MUNI                                     ,PAWHUSKA              ,OK,  ,N,8/28/09,A, 
H77 ,BRIDGE BAY RESORT                                 ,REDDING               ,CA,  , ,7/26/10,I, 
H78 ,ST ANTHONY MEMORIAL HOSPITAL                      ,EFFINGHAM             ,IL,  , ,9/26/02,I, 
H79 ,ELDON MODEL AIRPARK                               ,ELDON                 ,MO,  , ,6/2/89,A, 
H80 ,FIELD OF DREAMS                                   ,HALE                  ,MI,  , ,8/28/09,A, 
H81 ,THE ADWELL CORPORATION                            ,ELDRED                ,IL,  , ,9/26/02,I, 
H82 ,O K FLYING CLUB INC                               ,FILLMORE              ,IL,  , ,9/26/02,I, 
H83 ,ENOCH                                             ,FINDLAY               ,IL,  , ,9/26/02,I, 
H86 ,RANSON STRIP                                      ,FRANKLIN              ,IL,  , ,9/26/02,I, 
H87 ,BOWERS AIRPARK                                    ,NEEDVILLE             ,TX,  , ,9/26/02,I, 
H88 ,A. PAUL VANCE FREDERICKTOWN RGNL                  ,FREDERICKTOWN         ,MO,  , ,4/26/11,A, 
H89 ,PEABODY-RIVER KING NR 1 MINE                      ,FREEBURG              ,IL,  , ,9/26/02,I, 
H90 ,STE GENEVIEVE FLYING CLUB                         ,STE GENEVIEVE         ,MO,  , ,9/26/02,I, 
H91 ,LINDELL LOVELESS                                  ,GILLESPIE             ,IL,  , ,9/26/02,I, 
H92 ,HOMINY MUNI                                       ,HOMINY                ,OK,  ,N,8/28/09,A, 
H96 ,BENTON MUNI                                       ,BENTON                ,IL,  , ,6/2/89,A, 
H97 ,PAWNEE MUNI                                       ,PAWNEE                ,OK,  ,N,8/28/09,A, 
H99 ,LLOYD                                             ,GIRARD                ,IL,  , ,9/26/02,I, 
HAAB,BOLE INTL ARPT                                    ,ADDIS ABABA           ,  ,ET,Y,1/8/90,A, 
HAAS,ASMARA APP ARPT (SECTOR)                          ,ASMARA APP            ,  ,ET,Y,1/8/90,A, 
HAB ,MARION COUNTY-RANKIN FITE                         ,HAMILTON              ,AL,  , ,5/29/02,A, 
HAD ,HARFORD FIELD                                     ,CASPER                ,WY,  , ,6/2/89,A, 
HADR,ABA TENNA DEJAZMATCH YILMA ARPT                   ,DIRE DAWA             ,  ,ET,Y,1/8/90,A, 
HAE ,HANNIBAL RGNL                                     ,HANNIBAL              ,MO,  , ,9/28/06,A, 
HAF ,HALF MOON BAY                                     ,HALF MOON BAY         ,CA,  , ,6/2/89,A, 
HAI ,THREE RIVERS MUNI DR HAINES                       ,THREE RIVERS          ,MI,  , ,6/2/89,A, 
HAMS,MASSAWA ARPT                                      ,MASSAWA               ,  ,ET,Y,1/9/90,A, 
HAO ,BUTLER CO RGNL-HOGAN FIELD                        ,HAMILTON              ,OH,  , ,12/19/13,A, 
HASB,ASSAB ARPT                                        ,ASSAB                 ,  ,ET,Y,1/8/90,A, 
HAX ,HATBOX FIELD                                      ,MUSKOGEE              ,OK,  ,N,7/10/02,A, 
HAY ,HAYCOCK                                           ,HAYCOCK               ,AK,  , ,4/26/11,I, 
HBB ,INDUSTRIAL AIRPARK                                ,HOBBS                 ,NM,  , ,10/31/03,I, 
HBBA,BUJUMBURA ARPT                                    ,BUJUMBURA             ,  ,BY,Y,1/8/90,A, 
HBC ,MOHALL MUNI                                       ,MOHALL                ,ND,  , ,6/2/89,A, 
HBG ,HATTIESBURG BOBBY L CHAIN MUNI                    ,HATTIESBURG           ,MS,  , ,4/24/07,A, 
HBI ,ASHEBORO RGNL                                     ,ASHEBORO              ,NC,  ,N,9/28/06,A, 
HBO ,HUMBOLDT MUNICIPAL                                ,HUMBOLDT              ,NE,  , ,9/26/02,I, 
HBR ,HOBART RGNL                                       ,HOBART                ,OK,  ,N,4/10/08,A, 
HBV ,JIM HOGG COUNTY                                   ,HEBBRONVILLE          ,TX,  , ,7/17/02,A, 
HBW ,JOSHUA SANFORD FIELD                              ,HILLSBORO             ,WI,  , ,11/21/92,A, 
HBZ ,HEBER SPRINGS MUNI                                ,HEBER SPRINGS         ,AR,  , ,6/2/89,A, 
HCA ,HOLY CROSS                                        ,HOLY CROSS            ,AK,  , ,5/29/02,A, 
HCD ,HUTCHINSON MUNI-BUTLER FIELD                      ,HUTCHINSON            ,MN,  , ,6/2/89,A, 
HCO ,HALLOCK MUNI                                      ,HALLOCK               ,MN,  ,N,2/15/01,A, 
HD6 ,HARSENS ISLAND                                    ,HARSENS ISLAND        ,MI,  , ,8/15/11,A, 
HDC ,HAMMOND NORTHSHORE RGNL                           ,HAMMOND               ,LA,  ,N,9/28/06,A, 
HDE ,BREWSTER FIELD                                    ,HOLDREGE              ,NE,  , ,6/2/89,A, 
HDH ,DILLINGHAM AIRFIELD                               ,MOKULEIA              ,HI,  , ,6/2/89,A, 
HDI ,HARDWICK FIELD                                    ,CLEVELAND             ,TN,  , ,6/2/89,A, 
HDN ,YAMPA VALLEY                                      ,HAYDEN                ,CO,  , ,6/2/89,A, 
HDO ,SOUTH TEXAS RGNL AT HONDO                         ,HONDO                 ,TX,  , ,11/19/12,A, 
HEAX,ALEXANDRIA ARPT                                   ,ALEXANDRIA            ,  ,EG,Y,1/8/90,A, 
HECA,CAIRO INTL ARPT                                   ,CAIRO                 ,  ,EG,Y,2/27/92,A, 
HED ,HERENDEEN BAY                                     ,HERENDEEN BAY         ,AK,  , ,9/26/02,I, 
HEE ,THOMPSON-ROBBINS                                  ,HELENA/WEST HELENA    ,AR,  , ,6/2/89,A, 
HEEM,EMBABA ARPT                                       ,EMBABA                ,  ,EG,Y,10/26/90,A, 
HEF ,MANASSAS RGNL/HARRY P. DAVIS FIELD                ,WASHINGTON            ,DC,  , ,1/11/13,A, 
HEG ,HERLONG RECREATIONAL                              ,JACKSONVILLE          ,FL,  , ,11/19/12,A, 
HEI ,HETTINGER MUNI                                    ,HETTINGER             ,ND,  , ,6/2/89,A, 
HELX,LUXOR ARPT                                        ,LUXOR                 ,  ,EG,Y,1/9/90,A, 
HEQ ,HOLYOKE                                           ,HOLYOKE               ,CO,  , ,6/4/02,A, 
HER ,IRAKLION AIRPORT                                  ,IRAKLION              ,  ,GR, ,9/26/02,I, 
HES ,HEALDSBURG MUNI                                   ,HEALDSBURG            ,CA,  , ,5/26/10,A, 
HEY ,HANCHEY AHP (FORT RUCKER)                         ,FORT RUCKER OZARK     ,AL,  , ,10/31/03,A, 
HEZ ,HARDY-ANDERS FIELD NATCHEZ-ADAMS COUNTY           ,NATCHEZ               ,MS,  ,N,4/24/07,A, 
HFD ,HARTFORD-BRAINARD                                 ,HARTFORD              ,CT,  , ,6/26/06,A, 
HFF ,MACKALL AAF                                       ,CAMP MACKALL          ,NC,  , ,8/28/09,A, 
HFFF,AMBOULI ARPT                                      ,DJIBOUTI              ,  ,DJ,Y,1/5/90,A, 
HFJ ,MONETT MUNI                                       ,MONETT                ,MO,  , ,1/15/09,A, 
HFS ,FRENCH FRIGATE SHOALS                             ,TERN ISLAND           ,HI,  , ,10/23/91,A, 
HFY ,GREENWOOD MUNI                                    ,INDIANAPOLIS          ,IN,  , ,6/7/91,A, 
HGR ,HAGERSTOWN RGNL-RICHARD A HENSON FLD              ,HAGERSTOWN            ,MD,  , ,9/28/06,A, 
HGT ,TUSI AHP (HUNTER LIGGETT)                         ,FORT HUNTER LIGGET JOL,CA,  , ,3/10/11,A, 
HHF ,HEMPHILL COUNTY                                   ,CANADIAN              ,TX,  , ,6/2/89,A, 
HHG ,HUNTINGTON MUNI                                   ,HUNTINGTON            ,IN,  , ,6/2/89,A, 
HHI ,WHEELER AAF                                       ,WAHIAWA               ,HI,  , ,11/21/92,A, 
HHN ,HAHN AB                                           ,HAHN                  ,  ,GM, ,9/1/05,I, 
HHR ,JACK NORTHROP FIELD/HAWTHORNE MUNI                ,HAWTHORNE             ,CA,  , ,9/28/06,A, 
HHW ,STAN STAMPER MUNI                                 ,HUGO                  ,OK,  ,N,7/10/02,A, 
HI01,PRINCEVILLE                                       ,HANALEI               ,HI,  , ,6/2/89,A, 
HI02,PELEAU                                            ,HAKALAU               ,HI,  , ,11/20/08,I, 
HI03,HANAMAULU AIRSTRIP                                ,HANAMAULU             ,HI,  , ,6/2/89,A, 
HI04,HILO MEDICAL CENTER                               ,HILO                  ,HI,  , ,9/26/08,A, 
HI05,HONOKAA AIRSTRIP                                  ,HONOKAA               ,HI,  , ,6/2/89,A, 
HI06,PAAUHAU AIRSTRIP                                  ,HONOKAA               ,HI,  , ,9/26/02,I, 
HI07,WAIKOLOA                                          ,WAIKOLOA VILLAGE      ,HI,  , ,6/2/89,A, 
HI08,WEST MAUI                                         ,LAHAINA               ,HI,  , ,5/19/03,I, 
HI09,HON MUNI BLDG                                     ,HONOLULU              ,HI,  , ,11/20/08,I, 
HI12,KAHUKU HOSPITAL                                   ,KAHUKU                ,HI,  , ,6/2/89,A, 
HI13,PUU WAA WAA RANCH                                 ,KAILUA/KONA           ,HI,  , ,2/23/12,I, 
HI15,KEALIA AIRSTRIP                                   ,KEALIA                ,HI,  , ,9/26/02,I, 
HI16,KEKAHA AIRSTRIP                                   ,KEKAHA                ,HI,  , ,9/26/02,I, 
HI18,LUCY HENRIQUES MEDICAL CENTER                     ,KAMUELA               ,HI,  , ,1/22/93,A, 
HI20,WAIPUNALEI AIRSTRIP                               ,LAUPAHOEHOE           ,HI,  , ,9/26/02,I, 
HI22,TINIAN                                            ,"SAN JOSE, TINIAN      ",MP,  , ,6/4/02,A, 
HI23,MOUNTAIN VIEW AIRSTRIP                            ,MOUNTAIN VIEW         ,HI,  , ,6/2/89,A, 
HI24,HECO-WAIAU                                        ,HONOLULU              ,HI,  , ,2/22/95,A, 
HI25,KAALAIKI AIRSTRIP                                 ,NAALEHU               ,HI,  , ,6/2/89,A, 
HI27,UPPER PAAUILO AIRSTRIP                            ,PAAUILO               ,HI,  , ,6/2/89,A, 
HI28,PAHALA AIRSTRIP                                   ,PAHALA                ,HI,  , ,6/2/89,A, 
HI29,UPPER PAAUAU                                      ,PAHALA                ,HI,  , ,6/2/89,A, 
HI31,MAUNA KEA-HONOLII                                 ,PAPAIKOU              ,HI,  , ,5/7/09,I, 
HI32,PEPEEKEO AIRSTRIP                                 ,PEPEEKEO              ,HI,  , ,5/7/09,I, 
HI33,HAIKU AIRSTRIP                                    ,PUHI                  ,HI,  , ,6/2/89,A, 
HI36,TAU                                               ,TAU VILLAGE           ,AS,  , ,5/29/02,A, 
HI37,WINDWARD HILLS                                    ,YONA                  ,GU,US, ,9/26/02,I, 
HI38,THE QUEEN'S MEDICAL CENTER                        ,HONOLULU              ,HI,  , ,6/2/89,A, 
HI40,KUAKINI MEDICAL CENTER                            ,HONOLULU              ,HI,  , ,6/2/89,A, 
HI42,WILCOX HOSPITAL EMERGENCY LNDG SITE               ,LIHUE                 ,HI,  , ,9/26/02,I, 
HI46,HI 23 AIRSTRIP                                    ,PUHI                  ,HI,  , ,6/2/89,A, 
HI47,BIG EYE                                           ,AGANA GUAM            ,GU,  , ,6/11/02,A, 
HI48,PINEAPPLE HILL                                    ,KAPALUA               ,HI,  , ,9/26/02,I, 
HI49,PANDA                                             ,KAUNAKAKAI            ,HI,  , ,6/2/89,A, 
HI50,HYATT REGENCY MAUI HOTEL                          ,LAHAINA               ,HI,  , ,6/2/89,A, 
HI51,WAIKOLOA                                          ,WAIKOLOA              ,HI,  , ,9/26/02,I, 
HI52,RAINSHED                                          ,VOLCANO VILLAGE       ,HI,  , ,6/2/89,A, 
HI53,KALALAU BEACH                                     ,HAENA                 ,HI,  , ,12/19/13,I, 
HI55,MOANALUA MEDICAL CENTER                           ,HONOLULU              ,HI,  , ,6/2/89,A, 
HI56,KUALOA RANCH                                      ,HONOLULU              ,HI,  , ,7/31/13,I, 
HI57,KAHUKU FIRE & POLICE STATION                      ,KAHUKU                ,HI,  , ,6/2/89,A, 
HI58,TURTLE BAY RESORT                                 ,KAHUKU                ,HI,  , ,7/31/08,A, 
HI59,WAIPIO VALLEY                                     ,KUKUIHAELE            ,HI,  , ,9/26/02,I, 
HI63,CORAL OCEAN POINT PRO-SHOP                        ,KOBLERVILLE           ,MP,  , ,6/4/02,A, 
HI64,TINIAN DYNASTY                                    ,SAN JOSE TINIAN       ,MP,  , ,5/2/13,A, 
HIB ,RANGE RGNL                                        ,HIBBING               ,MN,  , ,4/26/11,A, 
HIE ,MOUNT WASHINGTON RGNL                             ,WHITEFIELD            ,NH,  , ,11/17/06,A, 
HIF ,HILL AFB                                          ,OGDEN                 ,UT,  , ,6/2/89,A, 
HIG ,HIGGINSVILLE INDUSTRIAL MUNI                      ,HIGGINSVILLE          ,MO,  , ,6/2/89,A, 
HII ,LAKE HAVASU CITY                                  ,LAKE HAVASU CITY      ,AZ,  , ,7/9/91,A, 
HIK ,HICKAM AFB BASE OPS                               ,HONOLULU              ,HI,  ,N,8/18/00,A, 
HIO ,PORTLAND-HILLSBORO                                ,PORTLAND              ,OR,  , ,6/2/89,A, 
HJH ,HEBRON MUNI                                       ,HEBRON                ,NE,  , ,6/2/89,A, 
HJO ,HANFORD MUNI                                      ,HANFORD               ,CA,  ,N,6/4/02,A, 
HKA ,BLYTHEVILLE MUNI                                  ,BLYTHEVILLE           ,AR,  , ,6/2/89,A, 
HKMO,MOI INTL ARPT                                     ,MOMBASA               ,  ,KE,Y,1/5/90,A, 
HKNA,JOMO KENYATTA INTL ARPT (ACC/RCC/APP/TWR/NOF/MET/ ,NAIROBI               ,  ,KE,Y,8/12/91,A, 
HKNW,WILSON ARPT                                       ,NAIROBI               ,  ,KE,Y,5/30/90,A, 
HKS ,HAWKINS FIELD                                     ,JACKSON               ,MS,  , ,4/24/07,A, 
HKY ,HICKORY RGNL                                      ,HICKORY               ,NC,  ,N,1/11/10,A, 
HL2 ,HUBBARD LANDING                                   ,STOCKTON              ,AL,  , ,10/25/07,A, 
HLA ,HUSLIA                                            ,HUSLIA                ,AK,  , ,5/13/03,A, 
HLB ,BATESVILLE                                        ,BATESVILLE            ,IN,  , ,5/2/13,A, 
HLC ,HILL CITY MUNI                                    ,HILL CITY             ,KS,  , ,6/2/89,A, 
HLG ,WHEELING OHIO CO                                  ,WHEELING              ,WV,  , ,6/2/89,A, 
HLLB,BENINA ARPT                                       ,BENGHAZI              ,  ,LY,Y,1/10/90,A, 
HLLS,SEBHA ARPT                                        ,SEBHA                 ,  ,LY,Y,1/8/90,A, 
HLLT,TRIPOLI INTL ARPT                                 ,TRIPOLI               ,  ,LY,Y,1/8/90,A, 
HLM ,PARK TOWNSHIP                                     ,HOLLAND               ,MI,  , ,6/2/89,A, 
HLN ,HELENA RGNL                                       ,HELENA                ,MT,  , ,9/28/06,A, 
HLR ,HOOD AAF                                          ,FORT HOOD(KILLEEN)    ,TX,  , ,6/2/89,A, 
HLX ,TWIN COUNTY                                       ,GALAX HILLSVILLE      ,VA,  , ,7/24/02,A, 
HMJ ,HOMER                                             ,HOMER                 ,IL,  , ,9/26/02,I, 
HMN ,HOLLOMAN AFB                                      ,ALAMOGORDO            ,NM,  , ,6/2/89,A, 
HMT ,HEMET-RYAN                                        ,HEMET                 ,CA,  , ,6/2/89,A, 
HMY ,MULDROW AHP                                       ,LEXINGTON             ,OK,  , ,8/28/09,A, 
HMZ ,BEDFORD COUNTY                                    ,BEDFORD               ,PA,  , ,7/10/02,A, 
HNB ,HUNTINGBURG                                       ,HUNTINGBURG           ,IN,  , ,6/2/89,A, 
HND ,HENDERSON EXECUTIVE                               ,LAS VEGAS             ,NV,  , ,8/4/03,A, 
HNE ,TAHNETA PASS                                      ,TAHNETA PASS LODGE    ,AK,  , ,10/25/07,I, 
HNH ,HOONAH                                            ,HOONAH                ,AK,  , ,6/2/89,A, 
HNL ,HONOLULU INTL                                     ,HONOLULU              ,HI,  ,N,3/7/97,A, 
HNM ,HANA                                              ,HANA                  ,HI,  , ,6/2/89,A, 
HNR ,HARLAN MUNI                                       ,HARLAN                ,IA,  , ,6/2/89,A, 
HNS ,HAINES                                            ,HAINES                ,AK,  , ,6/2/89,A, 
HNZ ,HENDERSON-OXFORD                                  ,OXFORD                ,NC,  , ,12/18/91,A, 
HOB ,LEA COUNTY RGNL                                   ,HOBBS                 ,NM,  , ,9/2/09,A, 
